chrom,num_fragments,mean,median,min,max
NT_174916.1,131,108.50381679389314,75.0,5,766
NT_174917.1,129,109.52713178294573,69.0,5,754
NT_174918.1,69,205.02898550724638,140.0,4,899
NT_174919.1,130,108.85384615384615,70.0,5,549
NT_174920.1,92,154.0326086956522,120.5,8,492
NT_174921.1,115,124.58260869565217,70.0,5,546
NT_174922.1,73,194.34246575342465,120.0,4,1102
NT_174923.1,60,236.73333333333332,152.5,10,1172
NT_174924.1,97,146.98969072164948,98.0,4,643
NT_174925.1,129,112.56589147286822,82.0,5,545
NT_174926.1,73,195.86301369863014,139.0,7,1045
NT_174927.1,125,114.424,74.0,5,574
NT_174928.1,37,387.4594594594595,275.0,4,1558
NT_174929.1,68,211.02941176470588,141.0,5,1322
NT_174930.1,75,191.54666666666665,99.0,7,2079
NT_174931.1,87,165.2528735632184,107.0,6,745
NT_174932.1,122,118.67213114754098,70.0,5,545
NT_174933.1,35,410.85714285714283,302.0,13,1366
NT_174934.1,65,222.2923076923077,148.0,5,1191
NT_174935.1,126,114.6984126984127,96.5,5,545
NT_174936.1,127,120.44094488188976,70.0,5,952
NT_174937.1,146,99.32191780821918,63.0,3,545
NT_174938.1,80,184.75,126.0,12,1473
NT_174939.1,74,196.1081081081081,124.5,5,864
NT_174940.1,125,116.136,70.0,5,544
NT_174941.1,56,259.3392857142857,172.5,6,943
NT_174942.1,74,196.32432432432432,70.0,4,2035
NT_174943.1,91,159.9120879120879,129.0,11,525
NT_174944.1,135,122.8962962962963,70.0,5,2099
NT_174945.1,89,164.08988764044943,106.0,4,1219
NT_174946.1,87,168.22988505747125,116.0,5,872
NT_174947.1,49,299.1224489795918,172.0,5,2191
NT_174948.1,67,219.17910447761193,141.0,6,835
NT_174949.1,75,195.88,107.0,4,1303
NT_174950.1,90,163.24444444444444,118.5,7,635
NT_174951.1,122,121.0327868852459,70.0,5,749
NT_174952.1,85,173.7764705882353,119.0,7,728
NT_174953.1,99,149.43434343434345,108.0,4,1167
NT_174954.1,92,160.83695652173913,110.0,4,992
NT_174955.1,131,113.70992366412214,70.0,5,545
NT_174956.1,68,219.25,108.0,6,1699
NT_174957.1,110,135.6090909090909,97.5,4,683
NT_174958.1,92,162.3804347826087,114.5,11,967
NT_174959.1,94,158.96808510638297,121.0,5,583
NT_174960.1,66,235.75757575757575,135.5,5,1491
NT_174961.1,110,136.6727272727273,101.5,4,772
NT_174962.1,67,224.47761194029852,156.0,8,917
NT_174963.1,126,119.42857142857143,75.0,5,561
NT_174964.1,70,215.27142857142857,154.0,4,754
NT_174965.1,61,247.0327868852459,163.0,8,1350
NT_174966.1,133,113.52631578947368,75.0,5,750
NT_174967.1,71,212.67605633802816,162.0,8,718
NT_174968.1,104,145.20192307692307,82.0,4,1303
NT_174969.1,139,108.64748201438849,69.0,5,649
NT_174970.1,50,302.14,250.5,4,1523
NT_174971.1,127,119.11023622047244,70.0,5,596
NT_174972.1,92,164.68478260869566,98.0,4,708
NT_174973.1,76,199.3815789473684,112.0,4,754
NT_174974.1,130,116.63076923076923,75.0,5,547
NT_174975.1,75,202.36,128.0,8,1745
NT_174976.1,137,113.95620437956204,70.0,5,752
NT_174977.1,69,220.7826086956522,143.0,5,1903
NT_174978.1,65,234.73846153846154,163.0,5,1006
NT_174979.1,79,193.35443037974684,167.0,6,862
NT_174980.1,78,196.53846153846155,123.0,4,943
NT_174981.1,100,153.65,98.5,7,763
NT_174982.1,134,114.66417910447761,70.0,5,545
NT_174983.1,77,200.07792207792207,133.0,4,945
NT_174984.1,59,262.9491525423729,212.0,4,1761
NT_174985.1,69,223.6231884057971,128.0,6,1318
NT_174986.1,80,193.1875,155.0,5,1213
NT_174987.1,105,147.28571428571428,96.0,5,777
NT_174988.1,92,168.1304347826087,114.5,4,1501
NT_174989.1,108,143.25,98.0,4,816
NT_174990.1,72,215.40277777777777,170.5,5,794
NT_174991.1,61,254.65573770491804,136.0,8,2013
NT_174992.1,91,170.8021978021978,111.0,4,1030
NT_174993.1,135,116.01481481481481,70.0,3,545
NT_174994.1,99,157.45454545454547,91.0,10,797
NT_174995.1,56,278.44642857142856,185.0,8,1953
NT_174996.1,51,305.84313725490193,246.0,6,1210
NT_174997.1,130,119.99230769230769,70.0,5,726
NT_174998.1,99,157.7070707070707,102.0,4,1038
NT_174999.1,142,109.99295774647888,70.0,5,756
NT_175000.1,61,256.1803278688525,175.0,6,1000
NT_175001.1,111,140.981981981982,100.0,5,1338
NT_175002.1,138,113.39855072463769,70.0,5,613
NT_175003.1,138,113.57971014492753,70.0,5,545
NT_175004.1,50,313.76,245.0,14,1150
NT_175005.1,99,158.57575757575756,106.0,5,892
NT_175006.1,132,119.12121212121212,82.0,5,764
NT_175007.1,80,196.6625,100.0,4,756
NT_175008.1,135,116.83703703703704,82.0,5,546
NT_175009.1,131,120.81679389312977,75.0,5,767
NT_175010.1,45,352.0444444444444,239.0,7,1713
NT_175011.1,97,163.4742268041237,130.0,4,1072
NT_175012.1,145,109.35862068965517,68.0,6,561
NT_175013.1,86,184.40697674418604,117.5,5,1477
NT_175014.1,77,206.06493506493507,167.0,9,874
NT_175015.1,101,157.20792079207922,82.0,4,1077
NT_175016.1,119,133.49579831932772,94.0,4,778
NT_175017.1,76,273.0921052631579,138.0,4,5057
NT_175018.1,65,244.58461538461538,169.0,8,1196
NT_175019.1,75,212.53333333333333,140.0,8,1015
NT_175020.1,70,227.92857142857142,167.5,4,1014
NT_175021.1,143,111.66433566433567,75.0,5,463
NT_175022.1,87,183.5632183908046,125.0,6,1135
NT_175023.1,79,202.58227848101265,149.0,4,899
NT_175024.1,60,375.06666666666666,135.5,11,6550
NT_175025.1,133,120.51127819548873,81.0,5,545
NT_175026.1,132,121.43181818181819,95.5,5,561
NT_175027.1,138,116.16666666666667,72.5,5,770
NT_175028.1,140,114.67142857142858,78.5,6,750
NT_175029.1,123,404.0975609756098,75.0,5,34456
NT_175030.1,137,117.68613138686132,75.0,2,649
NT_175031.1,148,108.98648648648648,73.5,5,358
NT_175032.1,121,133.46280991735537,94.0,4,550
NT_175033.1,102,158.47058823529412,110.5,6,1323
NT_175034.1,137,118.12408759124088,75.0,5,660
NT_175035.1,136,122.04411764705883,75.0,5,552
NT_175036.1,134,121.50746268656717,72.5,5,592
NT_175037.1,146,111.84931506849315,75.0,5,545
NT_175038.1,140,116.82142857142857,75.0,5,596
NT_175039.1,141,116.01418439716312,70.0,5,544
NT_175040.1,132,124.16666666666667,86.5,4,562
NT_175041.1,82,200.2560975609756,131.0,12,946
NT_175042.1,141,116.56737588652483,75.0,5,545
NT_175043.1,138,122.14492753623189,75.0,5,790
NT_175044.1,125,131.52,75.0,4,545
NT_175045.1,150,109.74,70.0,4,545
NT_175046.1,150,109.76,70.0,5,545
NT_175047.1,73,225.63013698630138,148.0,5,979
NT_175048.1,88,187.52272727272728,134.0,4,780
NT_175049.1,87,189.95402298850576,111.0,5,796
NT_175050.1,71,232.81690140845072,141.0,4,1049
NT_175051.1,140,118.2,75.0,5,750
NT_175052.1,150,110.52666666666667,70.0,5,548
NT_175053.1,106,156.5,90.0,1,820
NT_175054.1,140,124.37142857142857,75.0,5,970
NT_175055.1,73,240.93150684931507,158.0,4,1505
NT_175056.1,145,114.53103448275863,75.0,5,545
NT_175057.1,81,207.06172839506172,139.0,4,974
NT_175058.1,143,116.65034965034965,70.0,5,750
NT_175059.1,150,111.27333333333333,70.0,4,611
NT_175060.1,56,298.60714285714283,215.5,8,1018
NT_175061.1,141,118.78014184397163,70.0,5,596
NT_175062.1,62,270.16129032258067,180.0,4,1135
NT_175063.1,142,124.6056338028169,75.0,1,978
NT_175064.1,98,171.48979591836735,125.0,6,552
NT_175065.1,134,125.56716417910448,75.0,5,545
NT_175066.1,68,247.66176470588235,150.0,4,1725
NT_175067.1,53,329.49056603773585,258.0,12,1009
NT_175068.1,72,233.94444444444446,129.0,6,1413
NT_175069.1,147,115.8639455782313,75.0,5,749
NT_175070.1,103,164.07766990291262,97.0,4,1173
NT_175071.1,69,245.30434782608697,175.0,8,970
NT_175072.1,83,269.3614457831325,148.0,6,5748
NT_175073.1,71,239.90140845070422,161.0,4,1037
NT_175074.1,113,150.73451327433628,87.0,5,994
NT_175075.1,111,157.81981981981983,110.0,4,1206
NT_175076.1,142,327.61971830985914,75.0,5,29560
NT_175077.1,147,120.3061224489796,70.0,5,709
NT_175078.1,101,169.0,127.0,4,1135
NT_175079.1,107,159.53271028037383,94.0,4,693
NT_175080.1,74,231.52702702702703,135.0,6,1140
NT_175081.1,66,260.2121212121212,161.0,5,1835
NT_175082.1,92,186.7173913043478,140.5,7,797
NT_175083.1,135,133.32592592592593,100.0,5,869
NT_175084.1,152,113.63157894736842,70.0,5,749
NT_175085.1,83,208.13253012048193,135.0,6,898
NT_175086.1,63,274.7936507936508,158.0,6,1561
NT_175087.1,103,168.11650485436894,127.0,5,651
NT_175088.1,147,117.93877551020408,75.0,5,749
NT_175089.1,113,153.67256637168143,127.0,4,887
NT_175090.1,66,263.469696969697,186.0,10,1308
NT_175091.1,118,147.38135593220338,114.0,4,779
NT_175092.1,120,145.21666666666667,94.0,4,800
NT_175093.1,159,115.0754716981132,69.0,5,895
NT_175094.1,63,276.7936507936508,205.0,8,1195
NT_175095.1,158,110.4367088607595,70.0,5,559
NT_175096.1,142,122.88028169014085,82.0,5,743
NT_175097.1,91,191.82417582417582,150.0,5,808
NT_175098.1,129,135.37209302325581,88.0,4,951
NT_175099.1,146,119.96575342465754,75.0,5,548
NT_175100.1,69,253.97101449275362,173.0,5,1780
NT_175101.1,68,259.54411764705884,148.0,4,2197
NT_175102.1,68,261.1617647058824,155.5,5,2002
NT_175103.1,87,201.82758620689654,141.0,9,875
NT_175104.1,82,215.3658536585366,136.5,5,2077
NT_175105.1,161,115.8695652173913,75.0,5,1475
NT_175106.1,162,108.57407407407408,70.0,5,545
NT_175107.1,151,116.56953642384106,75.0,5,554
NT_175108.1,151,116.66225165562913,70.0,1,545
NT_175109.1,153,115.16993464052288,82.0,5,750
NT_175110.1,143,123.3006993006993,70.0,5,781
NT_175111.1,77,229.1038961038961,139.0,6,1059
NT_175112.1,171,105.13450292397661,63.0,5,546
NT_175113.1,151,321.58940397350995,70.0,5,31465
NT_175114.1,79,224.53164556962025,105.0,4,1685
NT_175115.1,72,246.94444444444446,186.5,5,979
NT_175116.1,76,235.46052631578948,178.5,13,1310
NT_175117.1,111,160.3783783783784,91.0,8,1689
NT_175118.1,149,119.6241610738255,75.0,5,613
NT_175119.1,158,113.0886075949367,78.5,5,556
NT_175120.1,152,120.69736842105263,69.0,5,931
NT_175121.1,126,141.84126984126985,97.5,5,1077
NT_175122.1,106,168.70754716981133,130.5,5,686
NT_175123.1,177,272.1638418079096,55.0,5,30568
NT_175124.1,93,204.36559139784947,98.0,5,1448
NT_175125.1,74,243.24324324324326,136.5,4,1151
NT_175126.1,172,104.22674418604652,63.0,5,560
NT_175127.1,148,121.28378378378379,75.0,5,751
NT_175128.1,93,228.16129032258064,100.0,7,3202
NT_175129.1,117,153.74358974358975,103.0,8,1235
NT_175130.1,103,174.9126213592233,133.0,5,433
NT_175131.1,81,222.58024691358025,140.0,5,1988
NT_175132.1,95,190.85263157894738,139.0,4,1036
NT_175133.1,178,101.29775280898876,69.0,5,576
NT_175134.1,107,168.7289719626168,114.0,6,1076
NT_175135.1,88,230.48863636363637,161.0,5,2550
NT_175136.1,78,232.0,167.0,5,1578
NT_175137.1,154,117.61688311688312,72.5,5,630
NT_175138.1,89,203.65168539325842,155.0,6,1449
NT_175139.1,74,245.05405405405406,198.0,5,1074
NT_175140.1,102,177.7941176470588,116.0,4,824
NT_175141.1,87,208.6206896551724,137.0,8,1194
NT_175142.1,166,111.93373493975903,75.0,5,511
NT_175143.1,157,115.96815286624204,75.0,5,549
NT_175144.1,64,291.96875,143.0,4,3325
NT_175145.1,92,198.2826086956522,127.5,10,929
NT_175146.1,74,246.56756756756758,174.5,11,891
NT_175147.1,66,278.1515151515151,194.5,4,1107
NT_175148.1,96,190.4375,119.5,8,1942
NT_175149.1,72,269.3333333333333,200.0,2,1322
NT_175150.1,157,116.5859872611465,70.0,5,594
NT_175151.1,70,262.8857142857143,182.0,4,1234
NT_175152.1,81,227.50617283950618,154.0,7,1493
NT_175153.1,129,142.90697674418604,99.0,4,786
NT_175154.1,157,117.64331210191082,74.0,5,791
NT_175155.1,171,108.91228070175438,70.0,5,545
NT_175156.1,162,125.12962962962963,69.5,5,2024
NT_175157.1,176,105.14204545454545,69.0,5,585
NT_175158.1,151,122.56953642384106,70.0,5,560
NT_175159.1,49,377.7959183673469,290.0,13,1277
NT_175160.1,93,202.90322580645162,127.0,12,2515
NT_175161.1,160,116.3625,70.0,5,545
NT_175162.1,68,274.13235294117646,172.0,4,2334
NT_175163.1,169,110.37869822485207,82.0,5,545
NT_175164.1,93,200.70967741935485,150.0,6,1143
NT_175165.1,150,124.46666666666667,83.5,5,868
NT_175166.1,131,142.7709923664122,82.0,4,918
NT_175167.1,162,115.80864197530865,75.0,5,747
NT_175168.1,78,240.98717948717947,167.0,7,997
NT_175169.1,159,118.90566037735849,70.0,5,559
NT_175170.1,80,235.525,138.0,6,1511
NT_175171.1,94,200.7659574468085,134.0,5,1018
NT_175172.1,109,175.85321100917432,113.0,6,722
NT_175173.1,132,143.6439393939394,102.0,4,1095
NT_175174.1,176,107.8125,69.0,4,576
NT_175175.1,75,253.04,204.0,7,1406
NT_175176.1,134,142.5597014925373,84.5,4,766
NT_175177.1,163,127.1717791411043,75.0,5,1333
NT_175178.1,169,113.47928994082841,75.0,5,595
NT_175179.1,116,165.49137931034483,125.5,4,664
NT_175180.1,146,131.52739726027397,76.0,5,749
NT_175181.1,128,150.3203125,98.0,4,945
NT_175182.1,96,200.65625,134.5,1,1351
NT_175183.1,78,248.5,168.0,5,1299
NT_175184.1,84,313.5952380952381,200.0,16,7113
NT_175185.1,182,106.98351648351648,69.0,5,544
NT_175186.1,99,197.11111111111111,123.0,8,1938
NT_175187.1,171,114.23976608187135,75.0,5,545
NT_175188.1,109,179.28440366972478,106.0,7,890
NT_175189.1,81,241.59259259259258,160.0,10,1220
NT_175190.1,172,113.91279069767442,82.0,5,546
NT_175191.1,98,201.12244897959184,131.5,5,1538
NT_175192.1,79,249.9240506329114,145.0,4,1117
NT_175193.1,163,124.97546012269939,100.0,4,958
NT_175194.1,139,146.9064748201439,93.0,4,1265
NT_175195.1,171,114.98830409356725,75.0,5,794
NT_175196.1,85,231.3764705882353,162.0,5,1043
NT_175197.1,165,147.74545454545455,75.0,5,4959
NT_175198.1,155,129.16774193548386,94.0,4,677
NT_175199.1,194,101.91237113402062,63.0,5,545
NT_175200.1,73,271.09589041095893,178.0,5,1280
NT_175201.1,93,213.10752688172042,100.0,4,1313
NT_175202.1,167,122.12574850299401,75.0,5,750
NT_175203.1,134,148.00746268656715,90.0,4,623
NT_175204.1,174,114.01724137931035,70.0,5,546
NT_175205.1,100,198.55,138.5,4,988
NT_175206.1,77,259.46753246753246,194.0,8,1370
NT_175207.1,104,191.0096153846154,97.5,5,1365
NT_175208.1,70,284.2,197.0,6,1387
NT_175209.1,96,207.32291666666666,130.0,5,1209
NT_175210.1,100,199.33,101.0,5,1468
NT_175211.1,138,144.4927536231884,110.0,4,628
NT_175212.1,167,119.47904191616766,70.0,5,594
NT_175213.1,92,222.68478260869566,191.5,4,938
NT_175214.1,106,192.95283018867926,100.0,5,1001
NT_175215.1,162,123.69753086419753,70.0,5,1202
NT_175216.1,174,122.70689655172414,70.0,5,1324
NT_175217.1,98,205.41836734693877,152.0,12,2107
NT_175218.1,111,181.6846846846847,117.0,5,1756
NT_175219.1,163,123.91411042944786,70.0,4,545
NT_175220.1,187,108.1711229946524,63.0,5,732
NT_175221.1,92,220.41304347826087,131.0,4,1674
NT_175222.1,82,248.9512195121951,172.5,4,1190
NT_175223.1,100,204.79,141.5,7,982
NT_175224.1,169,121.40828402366864,75.0,5,746
NT_175225.1,173,119.121387283237,75.0,5,561
NT_175226.1,100,206.5,128.5,5,987
NT_175227.1,181,237.90055248618785,70.0,5,22598
NT_175228.1,141,146.56028368794327,95.0,4,796
NT_175229.1,185,111.82702702702703,70.0,5,545
NT_175230.1,170,121.81176470588235,70.0,4,788
NT_175231.1,181,119.84530386740332,75.0,5,1513
NT_175232.1,97,221.24742268041237,132.0,5,1016
NT_175233.1,102,203.55882352941177,139.5,7,919
NT_175234.1,83,252.63855421686748,184.0,5,845
NT_175235.1,98,212.46938775510205,154.5,5,1257
NT_175236.1,111,187.63063063063063,138.0,4,995
NT_175237.1,200,105.27,66.5,5,561
NT_175238.1,175,119.10285714285715,70.0,5,545
NT_175239.1,99,211.53535353535352,176.0,4,1288
NT_175240.1,92,229.84782608695653,162.0,13,1241
NT_175241.1,196,107.25510204081633,69.0,5,595
NT_175242.1,192,109.82291666666667,70.0,5,521
NT_175243.1,84,251.17857142857142,205.5,4,1474
NT_175244.1,97,217.60824742268042,164.0,5,860
NT_175245.1,173,122.10982658959537,75.0,5,855
NT_175246.1,191,110.80628272251309,73.0,5,358
NT_175247.1,190,111.66315789473684,75.0,5,517
NT_175248.1,93,228.38709677419354,154.0,4,1552
NT_175249.1,185,115.48648648648648,75.0,4,750
NT_175250.1,133,159.91729323308272,122.0,5,575
NT_175251.1,186,131.65591397849462,75.0,5,3165
NT_175252.1,131,162.78625954198472,75.0,5,2299
NT_175253.1,111,193.24324324324326,139.0,5,1039
NT_175254.1,175,122.25142857142858,69.0,4,1323
NT_175255.1,187,114.52941176470588,82.0,5,545
NT_175256.1,200,110.555,74.5,4,794
NT_175257.1,86,249.52325581395348,173.0,6,1724
NT_175258.1,188,115.51595744680851,70.0,5,648
NT_175259.1,186,116.16129032258064,70.0,5,545
NT_175260.1,117,185.26495726495727,105.0,4,1214
NT_175261.1,79,274.9493670886076,202.0,7,1243
NT_175262.1,105,207.2095238095238,149.0,4,1271
NT_175263.1,64,342.28125,220.5,24,2142
NT_175264.1,155,140.61935483870968,95.0,4,853
NT_175265.1,126,173.63492063492063,118.5,6,1354
NT_175266.1,118,185.6271186440678,122.0,6,905
NT_175267.1,181,132.9889502762431,70.0,5,1817
NT_175268.1,156,140.64102564102564,97.0,4,836
NT_175269.1,78,282.85897435897436,185.0,10,1500
NT_175270.1,179,136.6312849162011,82.0,5,2843
NT_175271.1,161,137.25465838509317,84.0,6,937
NT_175272.1,199,111.06532663316582,75.0,5,753
NT_175273.1,114,194.28070175438597,126.5,6,1501
NT_175274.1,220,100.71818181818182,63.0,5,552
NT_175275.1,178,301.6629213483146,75.0,2,31866
NT_175276.1,187,118.85561497326204,75.0,5,545
NT_175277.1,145,153.53103448275863,122.0,8,604
NT_175278.1,94,237.2872340425532,179.0,10,932
NT_175279.1,122,183.0655737704918,149.5,7,678
NT_175280.1,168,159.60119047619048,82.0,5,4853
NT_175281.1,122,184.9016393442623,130.0,6,1330
NT_175282.1,183,145.60655737704917,75.0,5,3375
NT_175283.1,143,158.27272727272728,115.0,5,704
NT_175284.1,191,118.53403141361257,70.0,5,750
NT_175285.1,184,125.93478260869566,82.0,5,730
NT_175286.1,194,116.96907216494846,70.0,4,750
NT_175287.1,110,206.3181818181818,156.5,8,925
NT_175288.1,97,234.22680412371133,169.0,4,959
NT_175289.1,88,258.8068181818182,149.0,6,1848
NT_175290.1,103,221.11650485436894,133.0,5,969
NT_175291.1,97,457.96907216494844,172.0,5,21702
NT_175292.1,92,248.0,162.5,5,1884
NT_175293.1,190,126.2578947368421,75.0,5,1747
NT_175294.1,190,120.46315789473684,70.0,5,750
NT_175295.1,97,236.16494845360825,169.0,12,925
NT_175296.1,97,237.44329896907217,136.0,4,1669
NT_175297.1,124,187.58064516129033,117.5,4,1831
NT_175298.1,194,249.83505154639175,75.0,4,25866
NT_175299.1,209,110.00478468899522,70.0,3,545
NT_175300.1,123,186.96747967479675,132.0,5,975
NT_175301.1,87,264.42528735632186,199.0,4,1368
NT_175302.1,86,269.0,100.5,8,2313
NT_175303.1,199,115.79396984924622,70.0,5,543
NT_175304.1,154,149.6883116883117,106.5,5,862
NT_175305.1,214,108.22897196261682,70.0,5,545
NT_175306.1,108,214.78703703703704,135.5,8,1169
NT_175307.1,132,176.53787878787878,23.0,4,1753
NT_175308.1,144,161.15277777777777,115.0,5,1158
NT_175309.1,110,212.20909090909092,143.0,6,941
NT_175310.1,102,281.02941176470586,165.0,5,5650
NT_175311.1,177,132.33333333333334,90.0,5,595
NT_175312.1,144,163.04861111111111,112.0,4,846
NT_175313.1,220,106.97727272727273,63.5,5,576
NT_175314.1,136,177.63235294117646,99.5,6,1920
NT_175315.1,207,114.06763285024155,70.0,4,597
NT_175316.1,117,201.85470085470087,172.0,8,686
NT_175317.1,116,205.24137931034483,142.5,5,982
NT_175318.1,91,260.57142857142856,205.0,4,2336
NT_175319.1,85,279.2705882352941,192.0,10,2080
NT_175320.1,100,237.42,193.0,6,1127
NT_175321.1,137,308.5109489051095,101.0,3,18952
NT_175322.1,174,136.99425287356323,94.5,4,1163
NT_175323.1,240,99.325,63.0,5,545
NT_175324.1,238,104.22689075630252,65.5,4,962
NT_175325.1,165,145.9030303030303,100.0,4,856
NT_175326.1,216,111.65277777777777,75.0,5,750
NT_175327.1,111,217.27027027027026,153.0,5,1272
NT_175328.1,139,173.6474820143885,116.0,8,840
NT_175329.1,53,464.1698113207547,282.0,26,3446
NT_175330.1,106,451.7169811320755,133.5,5,23901
NT_175331.1,160,152.55,107.5,4,1265
NT_175332.1,102,240.35294117647058,159.5,6,1133
NT_175333.1,132,185.8409090909091,122.5,5,1618
NT_175334.1,110,223.07272727272726,178.0,4,1053
NT_175335.1,206,121.76699029126213,75.0,5,963
NT_175336.1,225,109.27555555555556,69.0,5,560
NT_175337.1,143,172.7972027972028,119.0,4,928
NT_175338.1,131,188.3969465648855,145.0,8,1049
NT_175339.1,213,116.07042253521126,70.0,5,544
NT_175340.1,160,154.59375,115.0,4,976
NT_175341.1,150,169.83333333333334,96.5,8,1443
NT_175342.1,158,157.34810126582278,98.0,4,1269
NT_175343.1,219,114.00456621004567,70.0,5,595
NT_175344.1,116,215.7155172413793,152.5,10,920
NT_175345.1,213,117.55868544600939,75.0,5,749
NT_175346.1,179,160.0614525139665,100.0,5,3665
NT_175347.1,100,254.12,151.0,4,1307
NT_175348.1,131,192.3969465648855,141.0,4,1118
NT_175349.1,135,187.14074074074074,100.0,5,2868
NT_175350.1,189,135.11640211640213,93.0,5,880
NT_175351.1,182,157.3901098901099,103.5,4,2082
NT_175352.1,222,113.95945945945945,75.0,5,826
NT_175353.1,135,187.9037037037037,104.0,5,1913
NT_175354.1,226,112.83185840707965,69.0,5,547
NT_175355.1,227,112.53744493392071,70.0,4,546
NT_175356.1,215,119.14418604651163,69.0,5,777
NT_175357.1,219,117.22831050228311,75.0,5,624
NT_175358.1,230,129.3521739130435,70.0,5,3504
NT_175359.1,237,208.46413502109704,70.0,5,23926
NT_175360.1,223,128.00896860986546,75.0,5,2997
NT_175361.1,244,105.68442622950819,63.0,4,778
NT_175362.1,189,140.3015873015873,86.0,5,1282
NT_175363.1,229,121.37117903930131,70.0,5,2106
NT_175364.1,129,200.5503875968992,138.0,6,1368
NT_175365.1,166,156.1265060240964,96.5,5,805
NT_175366.1,150,207.62666666666667,119.5,4,4990
NT_175367.1,191,136.95811518324606,84.0,5,937
NT_175368.1,223,198.21973094170403,70.0,4,18660
NT_175369.1,234,127.28632478632478,74.0,4,3629
NT_175370.1,182,144.35164835164835,104.0,4,787
NT_175371.1,242,108.97933884297521,68.5,5,557
NT_175372.1,218,254.7981651376147,74.5,1,29222
NT_175373.1,101,271.2475247524753,143.0,6,1597
NT_175374.1,145,191.97241379310344,123.0,4,1035
NT_175375.1,231,241.7012987012987,74.0,5,26067
NT_175376.1,115,236.52173913043478,182.0,4,834
NT_175377.1,211,136.4170616113744,99.0,5,1490
NT_175378.1,192,140.625,83.0,4,1042
NT_175379.1,170,159.0529411764706,105.5,4,869
NT_175380.1,173,166.30057803468208,88.0,4,2342
NT_175381.1,120,226.76666666666668,150.0,2,1506
NT_175382.1,230,119.28260869565217,69.0,5,1196
NT_175383.1,225,231.11555555555555,70.0,1,24884
NT_175384.1,93,330.5483870967742,200.0,8,3366
NT_175385.1,144,193.90972222222223,126.5,4,1070
NT_175386.1,121,229.04132231404958,122.0,6,2570
NT_175387.1,212,131.0,82.0,5,2343
NT_175388.1,192,144.71875,87.5,4,982
NT_175389.1,251,111.7808764940239,70.0,5,736
NT_175390.1,249,112.88755020080322,70.0,5,750
NT_175391.1,244,195.45081967213116,75.0,5,19538
NT_175392.1,234,121.55128205128206,75.0,4,757
NT_175393.1,245,115.01224489795918,75.0,5,548
NT_175394.1,249,128.53413654618473,70.0,5,2596
NT_175395.1,155,182.78064516129032,129.0,5,710
NT_175396.1,239,207.43514644351464,75.0,5,21032
NT_175397.1,158,334.9367088607595,113.5,7,23661
NT_175398.1,272,158.00735294117646,63.0,5,14534
NT_175399.1,144,197.55555555555554,141.0,7,1438
NT_175400.1,122,233.35245901639345,125.5,8,1886
NT_175401.1,169,170.31360946745562,119.0,4,1145
NT_175402.1,165,173.43030303030304,106.0,4,775
NT_175403.1,218,131.82110091743118,82.0,5,1081
NT_175404.1,136,210.68382352941177,143.5,6,1722
NT_175405.1,225,127.35555555555555,82.0,5,648
NT_175406.1,128,224.03125,142.0,4,946
NT_175407.1,236,122.11016949152543,75.0,5,574
NT_175408.1,169,170.7810650887574,114.0,4,998
NT_175409.1,213,141.61032863849766,77.0,5,1425
NT_175410.1,191,151.26178010471205,86.0,4,1094
NT_175411.1,203,142.88177339901478,83.0,5,882
NT_175412.1,268,108.17537313432835,72.5,5,750
NT_175413.1,93,326.3010752688172,261.0,6,1369
NT_175414.1,250,116.124,75.0,5,545
NT_175415.1,111,263.76576576576576,170.0,4,1721
NT_175416.1,179,163.68715083798884,106.0,4,1335
NT_175417.1,263,208.41444866920153,69.0,4,25535
NT_175418.1,198,148.62626262626262,93.0,4,1100
NT_175419.1,246,119.65040650406505,75.0,5,754
NT_175420.1,230,148.2086956521739,75.0,3,5003
NT_175421.1,184,162.4076086956522,119.5,4,908
NT_175422.1,123,240.97560975609755,172.0,6,1117
NT_175423.1,206,145.6747572815534,103.0,3,1006
NT_175424.1,198,151.76767676767676,118.5,5,761
NT_175425.1,247,121.74493927125506,75.0,5,548
NT_175426.1,255,118.24313725490197,75.0,5,750
NT_175427.1,259,116.4942084942085,75.0,5,768
NT_175428.1,121,249.64462809917356,184.0,6,1821
NT_175429.1,244,123.90983606557377,75.0,5,545
NT_175430.1,268,112.83582089552239,70.0,5,545
NT_175431.1,260,116.58076923076923,70.0,5,765
NT_175432.1,209,145.94736842105263,97.0,4,817
NT_175433.1,202,151.05940594059405,106.5,4,1086
NT_175434.1,263,147.60836501901142,75.0,5,5776
NT_175435.1,201,157.88059701492537,100.0,3,1630
NT_175436.1,225,135.93333333333334,83.0,5,1554
NT_175437.1,163,279.680981595092,126.0,6,15576
NT_175438.1,120,256.1333333333333,182.0,6,1118
NT_175439.1,202,154.47524752475246,95.5,4,1120
NT_175440.1,265,138.2943396226415,75.0,5,6067
NT_175441.1,291,105.9553264604811,63.0,5,656
NT_175442.1,223,157.87892376681614,82.0,5,2925
NT_175443.1,206,150.3398058252427,100.0,5,828
NT_175444.1,186,166.7741935483871,87.0,5,820
NT_175445.1,264,122.8219696969697,75.0,5,1671
NT_175446.1,124,252.98387096774192,169.5,4,1248
NT_175447.1,81,457.0740740740741,193.0,5,6049
NT_175448.1,208,159.28365384615384,113.0,5,1933
NT_175449.1,266,117.8157894736842,75.0,5,753
NT_175450.1,273,126.56043956043956,70.0,4,1990
